DATE,GT10 Govt,GT2 Govt,10-feb
1977-01-31,7.402,6.189,1.213
1977-02-01,7.412,6.209,1.203
1977-02-02,7.472,6.289,1.183
1977-02-03,7.462,6.219,1.243
1977-02-04,7.282,6.039,1.243
1977-02-07,7.342,6.049,1.293
1977-02-08,7.352,6.069,1.283
1977-02-09,7.342,6.019,1.323
1977-02-10,7.342,6.049,1.293
1977-02-11,7.362,6.029,1.333
1977-02-14,7.382,6.069,1.313
1977-02-15,7.362,6.049,1.313
1977-02-16,7.342,6.029,1.313
1977-02-17,7.262,5.999,1.263
1977-02-18,7.412,6.069,1.343
1977-02-21,7.412,6.069,1.343
1977-02-22,7.772,6.099,1.673
1977-02-23,7.812,6.129,1.683
1977-02-24,7.822,6.209,1.613
1977-02-25,7.792,6.149,1.643
1977-02-28,7.802,6.089,1.713
1977-03-01,7.492,6.169,1.323
1977-03-02,7.452,6.129,1.323
1977-03-03,7.432,6.089,1.343
1977-03-04,7.482,6.109,1.373
1977-03-07,7.502,6.129,1.373
1977-03-08,7.522,6.149,1.373
1977-03-09,7.502,6.129,1.373
1977-03-10,7.492,6.119,1.373
1977-03-11,7.442,6.099,1.343
1977-03-14,7.452,6.069,1.383
1977-03-15,7.442,6.069,1.373
1977-03-16,7.442,6.089,1.353
1977-03-17,7.472,6.149,1.323
1977-03-18,7.442,6.089,1.353
1977-03-21,7.432,6.039,1.393
1977-03-22,7.432,6.049,1.383
1977-03-23,7.442,6.049,1.393
1977-03-24,7.462,6.079,1.383
1977-03-25,7.482,6.109,1.373
1977-03-28,7.472,6.119,1.353
1977-03-29,7.472,6.089,1.383
1977-03-30,7.442,6.059,1.383
1977-03-31,7.422,6.019,1.403
1977-04-01,7.432,6.029,1.403
1977-04-04,7.442,6.039,1.403
1977-04-05,7.472,6.019,1.453
1977-04-06,7.462,6.049,1.413
1977-04-07,7.432,6.029,1.403
1977-04-08,7.432,6.029,1.403
1977-04-11,7.392,5.969,1.423
1977-04-12,7.392,5.989,1.403
1977-04-13,7.362,5.969,1.393
1977-04-14,7.202,5.739,1.463
1977-04-15,7.252,5.789,1.463
1977-04-18,7.252,5.809,1.443
1977-04-19,7.302,5.879,1.423
1977-04-20,7.322,5.959,1.363
1977-04-21,7.332,5.949,1.383
1977-04-22,7.362,6.039,1.323
1977-04-25,7.402,6.019,1.383
1977-04-26,7.382,6.009,1.373
1977-04-27,7.382,6.019,1.363
1977-04-28,7.402,6.039,1.363
1977-04-29,7.452,6.149,1.303
1977-05-02,7.452,6.159,1.293
1977-05-03,7.442,6.159,1.283
1977-05-04,7.452,6.119,1.333
1977-05-05,7.472,6.169,1.303
1977-05-06,7.502,6.249,1.253
1977-05-09,7.502,6.259,1.243
1977-05-10,7.522,6.279,1.243
1977-05-11,7.522,6.349,1.173
1977-05-12,7.502,6.329,1.173
1977-05-13,7.482,6.289,1.193
1977-05-16,7.462,6.269,1.193
1977-05-17,7.452,6.259,1.193
1977-05-18,7.432,6.249,1.183
1977-05-19,7.492,6.349,1.143
1977-05-20,7.492,6.439,1.053
1977-05-23,7.462,6.389,1.073
1977-05-24,7.412,6.309,1.103
1977-05-25,7.392,6.239,1.153
1977-05-26,7.422,6.249,1.173
1977-05-27,7.382,6.209,1.173
1977-05-30,7.382,6.209,1.173
1977-05-31,7.382,6.189,1.193
1977-06-01,7.382,6.249,1.133
1977-06-02,7.392,6.209,1.183
1977-06-03,7.362,6.199,1.163
1977-06-06,7.722,6.189,1.533
1977-06-07,7.672,6.179,1.493
1977-06-08,7.672,6.159,1.513
1977-06-09,7.672,6.169,1.503
1977-06-10,7.662,6.159,1.503
1977-06-13,7.622,6.139,1.483
1977-06-14,7.592,6.089,1.503
1977-06-15,7.602,6.119,1.483
1977-06-16,7.242,6.129,1.113
1977-06-17,7.242,6.109,1.133
1977-06-20,7.272,6.119,1.153
1977-06-21,7.262,6.129,1.133
1977-06-22,7.252,6.129,1.123
1977-06-23,7.262,6.129,1.133
1977-06-24,7.202,6.109,1.093
1977-06-27,7.202,6.069,1.133
1977-06-28,7.162,6.069,1.093
1977-06-29,7.192,6.059,1.133
1977-06-30,7.202,6.089,1.113
1977-07-01,7.342,6.129,1.213
1977-07-04,7.342,6.129,1.213
1977-07-05,7.352,6.129,1.223
1977-07-06,7.372,6.149,1.223
1977-07-07,7.292,6.159,1.133
1977-07-08,7.312,6.199,1.113
1977-07-11,7.332,6.229,1.103
1977-07-12,7.322,6.229,1.093
1977-07-13,7.282,6.199,1.083
1977-07-14,7.282,6.199,1.083
1977-07-15,7.312,6.269,1.043
1977-07-18,7.342,6.309,1.033
1977-07-19,7.332,6.319,1.013
1977-07-20,7.322,6.359,0.963
1977-07-21,7.322,6.389,0.933
1977-07-22,7.312,6.359,0.953
1977-07-25,7.282,6.299,0.983
1977-07-26,7.282,6.289,0.993
1977-07-27,7.362,6.379,0.983
1977-07-28,7.412,6.489,0.923
1977-07-29,7.422,6.509,0.913
1977-08-01,7.432,6.499,0.933
1977-08-02,7.442,6.549,0.893
1977-08-03,7.422,6.539,0.883
1977-08-04,7.432,6.529,0.903
1977-08-05,7.422,6.539,0.883
1977-08-08,7.412,6.529,0.883
1977-08-09,7.452,6.589,0.863
1977-08-10,7.462,6.599,0.863
1977-08-11,7.472,6.649,0.823
1977-08-12,7.482,6.689,0.793
1977-08-15,7.482,6.719,0.763
1977-08-16,7.482,6.749,0.733
1977-08-17,7.442,6.729,0.713
1977-08-18,7.422,6.689,0.733
1977-08-19,7.402,6.679,0.723
1977-08-22,7.392,6.669,0.723
1977-08-23,7.362,6.649,0.713
1977-08-24,7.352,6.679,0.673
1977-08-25,7.322,6.629,0.693
1977-08-26,7.122,6.629,0.493
1977-08-29,7.082,6.569,0.513
1977-08-30,7.102,6.569,0.533
1977-08-31,7.112,6.599,0.513
1977-09-01,7.302,6.579,0.723
1977-09-02,7.242,6.539,0.703
1977-09-05,7.242,6.539,0.703
1977-09-06,7.242,6.529,0.713
1977-09-07,7.262,6.549,0.713
1977-09-08,7.282,6.549,0.733
1977-09-09,7.362,6.679,0.683
1977-09-12,7.382,6.789,0.593
1977-09-13,7.372,6.759,0.613
1977-09-14,7.342,6.749,0.593
1977-09-15,7.332,6.709,0.623
1977-09-16,7.322,6.689,0.633
1977-09-19,7.322,6.669,0.653
1977-09-20,7.362,6.709,0.653
1977-09-21,7.362,6.719,0.643
1977-09-22,7.392,6.859,0.533
1977-09-23,7.392,6.869,0.523
1977-09-26,7.422,6.899,0.523
1977-09-27,7.382,6.809,0.573
1977-09-28,7.382,6.819,0.563
1977-09-29,7.392,6.799,0.593
1977-09-30,7.412,6.829,0.583
1977-10-03,7.412,6.849,0.563
1977-10-04,7.402,6.849,0.553
1977-10-05,7.402,6.869,0.533
1977-10-06,7.442,6.899,0.543
1977-10-07,7.482,6.969,0.513
1977-10-10,7.482,6.969,0.513
1977-10-11,7.542,7.069,0.473
1977-10-12,7.542,7.149,0.393
1977-10-13,7.542,7.199,0.343
1977-10-14,7.542,7.179,0.363
1977-10-17,7.552,7.229,0.323
1977-10-18,7.552,7.239,0.313
1977-10-19,7.542,7.229,0.313
1977-10-20,7.542,7.209,0.333
1977-10-21,7.552,7.229,0.323
1977-10-24,7.562,7.209,0.353
1977-10-25,7.582,7.209,0.373
1977-10-26,7.572,7.179,0.393
1977-10-27,7.562,7.149,0.413
1977-10-28,7.562,7.149,0.413
1977-10-31,7.622,7.239,0.383
1977-11-01,7.632,7.249,0.383
1977-11-02,7.692,7.229,0.463
1977-11-03,7.682,7.229,0.453
1977-11-04,7.642,7.209,0.433
1977-11-07,7.622,7.179,0.443
1977-11-08,7.622,7.179,0.443
1977-11-09,7.602,7.169,0.433
1977-11-10,7.592,7.159,0.433
1977-11-11,7.592,7.159,0.433
1977-11-14,7.562,7.109,0.453
1977-11-15,7.562,7.119,0.443
1977-11-16,7.552,7.129,0.423
1977-11-17,7.542,7.109,0.433
1977-11-18,7.542,7.119,0.423
1977-11-21,7.562,7.129,0.433
1977-11-22,7.542,7.149,0.393
1977-11-23,7.522,7.119,0.403
1977-11-24,7.522,7.119,0.403
1977-11-25,7.522,7.109,0.413
1977-11-28,7.532,7.119,0.413
1977-11-29,7.552,7.119,0.433
1977-11-30,7.552,7.119,0.433
1977-12-01,7.582,7.139,0.443
1977-12-02,7.592,7.159,0.433
1977-12-05,7.602,7.159,0.443
1977-12-06,7.632,7.159,0.473
1977-12-07,7.632,7.169,0.463
1977-12-08,7.642,7.169,0.473
1977-12-09,7.632,7.159,0.473
1977-12-12,7.642,7.169,0.473
1977-12-13,7.652,7.169,0.483
1977-12-14,7.662,7.169,0.493
1977-12-15,7.672,7.149,0.523
1977-12-16,7.672,7.139,0.533
1977-12-19,7.692,7.139,0.553
1977-12-20,7.742,7.149,0.593
1977-12-21,7.722,7.169,0.553
1977-12-22,7.752,7.269,0.483
1977-12-23,7.752,7.249,0.503
1977-12-26,7.752,7.249,0.503
1977-12-27,7.772,7.249,0.523
1977-12-28,7.782,7.249,0.533
1977-12-29,7.822,7.249,0.573
1977-12-30,7.782,7.249,0.533
1978-01-02,7.782,7.249,0.533
1978-01-03,7.832,7.249,0.583
1978-01-04,7.822,7.249,0.573
1978-01-05,7.832,7.269,0.563
1978-01-06,7.852,7.289,0.563
1978-01-09,8.012,7.589,0.423
1978-01-10,8.022,7.589,0.433
1978-01-11,8.032,7.609,0.423
1978-01-12,8.022,7.609,0.413
1978-01-13,7.982,7.579,0.403
1978-01-16,7.982,7.559,0.423
1978-01-17,7.982,7.549,0.433
1978-01-18,7.982,7.549,0.433
1978-01-19,7.972,7.559,0.413
1978-01-20,7.972,7.559,0.413
1978-01-23,7.972,7.539,0.433
1978-01-24,7.992,7.539,0.453
1978-01-25,8.002,7.539,0.463
1978-01-26,7.982,7.519,0.463
1978-01-27,7.972,7.489,0.483
1978-01-30,7.962,7.479,0.483
1978-01-31,7.942,7.479,0.463
1978-02-01,7.962,7.479,0.483
1978-02-02,7.962,7.489,0.473
1978-02-03,7.972,7.489,0.483
1978-02-06,7.992,7.509,0.483
1978-02-07,7.992,7.529,0.463
1978-02-08,8.002,7.529,0.473
1978-02-09,8.012,7.529,0.483
1978-02-10,8.022,7.539,0.483
1978-02-13,8.022,7.539,0.483
1978-02-14,8.052,7.579,0.473
1978-02-15,8.082,7.599,0.483
1978-02-16,8.102,7.649,0.453
1978-02-17,8.092,7.639,0.453
1978-02-20,8.092,7.639,0.453
1978-02-21,8.102,7.659,0.443
1978-02-22,8.102,7.659,0.443
1978-02-23,8.082,7.659,0.423
1978-02-24,8.042,7.619,0.423
1978-02-27,8.022,7.599,0.423
1978-02-28,8.042,7.579,0.463
1978-03-01,8.052,7.599,0.453
1978-03-02,8.042,7.599,0.443
1978-03-03,8.042,7.599,0.443
1978-03-06,8.052,7.589,0.463
1978-03-07,8.032,7.569,0.463
1978-03-08,8.032,7.549,0.483
1978-03-09,8.022,7.569,0.453
1978-03-10,8.002,7.549,0.453
1978-03-13,7.992,7.549,0.443
1978-03-14,7.992,7.549,0.443
1978-03-15,8.002,7.549,0.453
1978-03-16,8.002,7.549,0.453
1978-03-17,8.002,7.559,0.443
1978-03-20,7.972,7.539,0.433
1978-03-21,7.972,7.539,0.433
1978-03-22,7.982,7.549,0.433
1978-03-23,8.012,7.569,0.443
1978-03-24,8.012,7.569,0.443
1978-03-27,8.122,7.619,0.503
1978-03-28,8.122,7.649,0.473
1978-03-29,8.112,7.649,0.463
1978-03-30,8.122,7.649,0.473
1978-03-31,8.152,7.709,0.443
1978-04-03,8.132,7.699,0.433
1978-04-04,8.122,7.699,0.423
1978-04-05,8.142,7.729,0.413
1978-04-06,8.162,7.739,0.423
1978-04-07,8.142,7.729,0.413
1978-04-10,8.152,7.729,0.423
1978-04-11,8.162,7.719,0.443
1978-04-12,8.162,7.699,0.463
1978-04-13,8.152,7.679,0.473
1978-04-14,8.122,7.619,0.503
1978-04-17,8.082,7.609,0.473
1978-04-18,8.082,7.629,0.453
1978-04-19,8.132,7.779,0.353
1978-04-20,8.142,7.799,0.343
1978-04-21,8.162,7.819,0.343
1978-04-24,8.182,7.829,0.353
1978-04-25,8.182,7.809,0.373
1978-04-26,8.222,7.859,0.363
1978-04-27,8.242,7.899,0.343
1978-04-28,8.242,7.979,0.263
1978-05-01,8.242,7.919,0.323
1978-05-02,8.252,7.919,0.333
1978-05-03,8.282,7.919,0.363
1978-05-04,8.272,7.909,0.363
1978-05-05,8.342,7.969,0.373
1978-05-08,8.352,7.989,0.363
1978-05-09,8.342,7.989,0.353
1978-05-10,8.342,7.989,0.353
1978-05-11,8.342,8.009,0.333
1978-05-12,8.362,8.009,0.353
1978-05-15,8.352,7.989,0.363
1978-05-16,8.342,7.979,0.363
1978-05-17,8.332,7.989,0.343
1978-05-18,8.372,8.049,0.323
1978-05-19,8.382,8.079,0.303
1978-05-22,8.382,8.079,0.303
1978-05-23,8.372,8.079,0.293
1978-05-24,8.392,8.108,0.284
1978-05-25,8.402,8.108,0.294
1978-05-26,8.422,8.108,0.314
1978-05-29,8.422,8.108,0.314
1978-05-30,8.422,8.108,0.314
1978-05-31,8.422,8.129,0.293
1978-06-01,8.412,8.129,0.283
1978-06-02,8.392,8.099,0.293
1978-06-05,8.392,8.079,0.313
1978-06-06,8.372,8.079,0.293
1978-06-07,8.372,8.079,0.293
1978-06-08,8.382,8.079,0.303
1978-06-09,8.412,8.099,0.313
1978-06-12,8.402,8.118,0.284
1978-06-13,8.412,8.118,0.294
1978-06-14,8.412,8.129,0.283
1978-06-15,8.412,8.129,0.283
1978-06-16,8.432,8.199,0.233
1978-06-19,8.452,8.259,0.193
1978-06-20,8.472,8.279,0.193
1978-06-21,8.542,8.419,0.123
1978-06-22,8.532,8.419,0.113
1978-06-23,8.552,8.449,0.103
1978-06-26,8.602,8.489,0.113
1978-06-27,8.582,8.449,0.133
1978-06-28,8.572,8.449,0.123
1978-06-29,8.572,8.429,0.143
1978-06-30,8.622,8.489,0.133
1978-07-03,8.592,8.449,0.143
1978-07-04,8.592,8.449,0.143
1978-07-05,8.622,8.449,0.173
1978-07-06,8.622,8.449,0.173
1978-07-07,8.662,8.479,0.183
1978-07-10,8.682,8.509,0.173
1978-07-11,8.682,8.489,0.193
1978-07-12,8.672,8.489,0.183
1978-07-13,8.682,8.509,0.173
1978-07-14,8.682,8.519,0.163
1978-07-17,8.652,8.489,0.163
1978-07-18,8.632,8.469,0.163
1978-07-19,8.622,8.469,0.153
1978-07-20,8.662,8.509,0.153
1978-07-21,8.672,8.599,0.073
1978-07-24,8.672,8.579,0.093
1978-07-25,8.672,8.559,0.113
1978-07-26,8.662,8.529,0.133
1978-07-27,8.582,8.479,0.103
1978-07-28,8.552,8.459,0.093
1978-07-31,8.562,8.479,0.083
1978-08-01,8.542,8.459,0.083
1978-08-02,8.442,8.409,0.033
1978-08-03,8.392,8.269,0.123
1978-08-04,8.382,8.269,0.113
1978-08-07,8.362,8.188,0.174
1978-08-08,8.352,8.199,0.153
1978-08-09,8.342,8.179,0.163
1978-08-10,8.452,8.249,0.203
1978-08-11,8.442,8.259,0.183
1978-08-14,8.452,8.299,0.153
1978-08-15,8.462,8.299,0.163
1978-08-16,8.552,8.509,0.043
1978-08-17,8.482,8.489,-0.007
1978-08-18,8.462,8.509,-0.047
1978-08-21,8.412,8.479,-0.067
1978-08-22,8.412,8.479,-0.067
1978-08-23,8.322,8.429,-0.107
1978-08-24,8.352,8.419,-0.067
1978-08-25,8.342,8.419,-0.077
1978-08-28,8.352,8.419,-0.067
1978-08-29,8.372,8.449,-0.077
1978-08-30,8.422,8.489,-0.067
1978-08-31,8.392,8.469,-0.077
1978-09-01,8.382,8.509,-0.127
1978-09-04,8.382,8.509,-0.127
1978-09-05,8.342,8.469,-0.127
1978-09-06,8.352,8.449,-0.097
1978-09-07,8.342,8.449,-0.107
1978-09-08,8.342,8.469,-0.127
1978-09-11,8.312,8.439,-0.127
1978-09-12,8.292,8.459,-0.167
1978-09-13,8.302,8.459,-0.157
1978-09-14,8.322,8.459,-0.137
1978-09-15,8.352,8.499,-0.147
1978-09-18,8.372,8.529,-0.157
1978-09-19,8.452,8.549,-0.097
1978-09-20,8.512,8.609,-0.097
1978-09-21,8.512,8.699,-0.187
1978-09-22,8.562,8.739,-0.177
1978-09-25,8.562,8.759,-0.197
1978-09-26,8.532,8.759,-0.227
1978-09-27,8.542,8.749,-0.207
1978-09-28,8.542,8.729,-0.187
1978-09-29,8.562,8.709,-0.147
1978-10-02,8.582,8.719,-0.137
1978-10-03,8.572,8.699,-0.127
1978-10-04,8.592,8.699,-0.107
1978-10-05,8.602,8.699,-0.097
1978-10-06,8.582,8.699,-0.117
1978-10-09,8.582,8.699,-0.117
1978-10-10,8.582,8.709,-0.127
1978-10-11,8.562,8.709,-0.147
1978-10-12,8.512,8.699,-0.187
1978-10-13,8.522,8.699,-0.177
1978-10-16,8.592,8.739,-0.147
1978-10-17,8.602,8.779,-0.177
1978-10-18,8.622,8.839,-0.217
1978-10-19,8.642,8.849,-0.207
1978-10-20,8.662,8.859,-0.197
1978-10-23,8.662,8.849,-0.187
1978-10-24,8.642,8.859,-0.217
1978-10-25,8.652,8.969,-0.317
1978-10-26,8.722,9.059,-0.337
1978-10-27,8.782,9.129,-0.347
1978-10-30,8.882,9.129,-0.247
1978-10-31,8.962,9.129,-0.167
1978-11-01,8.662,9.449,-0.787
1978-11-02,8.732,9.429,-0.697
1978-11-03,8.862,9.499,-0.637
1978-11-06,8.852,9.459,-0.607
1978-11-07,8.852,9.459,-0.607
1978-11-08,8.862,9.499,-0.637
1978-11-09,8.872,9.509,-0.637
1978-11-10,8.862,9.469,-0.607
1978-11-13,8.832,9.409,-0.577
1978-11-14,8.822,9.419,-0.597
1978-11-15,8.762,9.349,-0.587
1978-11-16,8.722,9.219,-0.497
1978-11-17,8.722,9.199,-0.477
1978-11-20,8.722,9.199,-0.477
1978-11-21,8.772,9.239,-0.467
1978-11-22,8.772,9.379,-0.607
1978-11-23,8.772,9.379,-0.607
1978-11-24,8.862,9.609,-0.747
1978-11-27,8.862,9.609,-0.747
1978-11-28,8.862,9.609,-0.747
1978-11-29,8.862,9.559,-0.697
1978-11-30,8.862,9.559,-0.697
1978-12-01,8.802,9.509,-0.707
1978-12-04,8.822,9.519,-0.697
1978-12-05,8.852,9.509,-0.657
1978-12-06,8.852,9.509,-0.657
1978-12-07,8.892,9.509,-0.617
1978-12-08,8.902,9.519,-0.617
1978-12-11,8.902,9.529,-0.627
1978-12-12,8.922,9.529,-0.607
1978-12-13,8.982,9.549,-0.567
1978-12-14,8.962,9.549,-0.587
1978-12-15,9.002,9.589,-0.587
1978-12-18,9.132,9.869,-0.737
1978-12-19,9.142,9.919,-0.777
1978-12-20,9.162,9.969,-0.807
1978-12-21,9.162,9.989,-0.827
1978-12-22,9.112,9.969,-0.857
1978-12-25,9.112,9.969,-0.857
1978-12-26,9.132,9.989,-0.857
1978-12-27,9.122,9.989,-0.867
1978-12-28,9.162,9.989,-0.827
1978-12-29,9.152,9.989,-0.837
1979-01-01,9.152,9.989,-0.837
1979-01-02,9.182,10.009,-0.827
1979-01-03,9.162,9.989,-0.827
1979-01-04,9.112,9.889,-0.777
1979-01-05,9.102,9.879,-0.777
1979-01-08,9.142,9.929,-0.787
1979-01-09,9.162,9.929,-0.767
1979-01-10,9.162,9.949,-0.787
1979-01-11,9.152,9.929,-0.777
1979-01-12,9.142,9.929,-0.787
1979-01-15,9.152,9.919,-0.767
1979-01-16,9.162,9.929,-0.767
1979-01-17,9.182,9.919,-0.737
1979-01-18,9.182,9.929,-0.747
1979-01-19,9.152,9.919,-0.767
1979-01-22,9.122,9.869,-0.747
1979-01-23,9.102,9.859,-0.757
1979-01-24,9.082,9.859,-0.777
1979-01-25,8.982,9.789,-0.807
1979-01-26,8.932,9.679,-0.747
1979-01-29,8.962,9.679,-0.717
1979-01-30,8.952,9.689,-0.737
1979-01-31,8.952,9.649,-0.697
1979-02-01,8.942,9.619,-0.677
1979-02-02,8.892,9.489,-0.597
1979-02-05,8.952,9.539,-0.587
1979-02-06,9.002,9.589,-0.587
1979-02-07,9.092,9.679,-0.587
1979-02-08,9.092,9.709,-0.617
1979-02-09,9.112,9.709,-0.597
1979-02-12,9.112,9.709,-0.597
1979-02-13,9.112,9.699,-0.587
1979-02-14,9.122,9.679,-0.557
1979-02-15,9.122,9.689,-0.567
1979-02-16,9.112,9.689,-0.577
1979-02-19,9.112,9.699,-0.587
1979-02-20,9.122,9.719,-0.597
1979-02-21,9.152,9.909,-0.757
1979-02-22,9.202,9.929,-0.727
1979-02-23,9.212,9.819,-0.607
1979-02-26,9.202,9.919,-0.717
1979-02-27,9.192,9.899,-0.707
1979-02-28,9.172,9.899,-0.727
1979-03-01,9.172,9.879,-0.707
1979-03-02,9.162,9.879,-0.717
1979-03-05,9.112,9.839,-0.727
1979-03-06,9.142,9.839,-0.697
1979-03-07,9.102,9.819,-0.717
1979-03-08,9.102,9.769,-0.667
1979-03-09,9.112,9.799,-0.687
1979-03-12,9.112,9.819,-0.707
1979-03-13,9.112,9.809,-0.697
1979-03-14,9.122,9.829,-0.707
1979-03-15,9.142,9.829,-0.687
1979-03-16,9.122,9.849,-0.727
1979-03-19,9.122,9.819,-0.697
1979-03-20,9.132,9.799,-0.667
1979-03-21,9.132,9.799,-0.667
1979-03-22,9.122,9.779,-0.657
1979-03-23,9.122,9.779,-0.657
1979-03-26,9.122,9.769,-0.647
1979-03-27,9.112,9.739,-0.627
1979-03-28,9.072,9.719,-0.647
1979-03-29,9.062,9.679,-0.617
1979-03-30,9.112,9.729,-0.617
1979-04-02,9.112,9.749,-0.637
1979-04-03,9.102,9.739,-0.637
1979-04-04,9.092,9.719,-0.627
1979-04-05,9.072,9.689,-0.617
1979-04-06,9.102,9.759,-0.657
1979-04-09,9.142,9.819,-0.677
1979-04-10,9.172,9.819,-0.647
1979-04-11,9.202,9.859,-0.657
1979-04-12,9.202,9.859,-0.657
1979-04-13,9.202,9.859,-0.657
1979-04-16,9.192,9.869,-0.677
1979-04-17,9.162,9.779,-0.617
1979-04-18,9.152,9.719,-0.567
1979-04-19,9.152,9.689,-0.537
1979-04-20,9.192,9.739,-0.547
1979-04-23,9.212,9.739,-0.527
1979-04-24,9.242,9.759,-0.517
1979-04-25,9.232,9.779,-0.547
1979-04-26,9.272,9.809,-0.537
1979-04-27,9.322,9.939,-0.617
1979-04-30,9.352,9.919,-0.567
1979-05-01,9.362,9.919,-0.557
1979-05-02,9.342,9.919,-0.577
1979-05-03,9.382,9.939,-0.557
1979-05-04,9.392,9.949,-0.557
1979-05-07,9.392,9.919,-0.527
1979-05-08,9.382,9.919,-0.537
1979-05-09,9.362,9.909,-0.547
1979-05-10,9.362,9.929,-0.567
1979-05-11,9.342,9.909,-0.567
1979-05-14,9.302,9.879,-0.577
1979-05-15,9.322,9.879,-0.557
1979-05-16,9.312,9.849,-0.537
1979-05-17,9.242,9.729,-0.487
1979-05-18,9.232,9.719,-0.487
1979-05-21,9.242,9.759,-0.517
1979-05-22,9.152,9.699,-0.547
1979-05-23,9.072,9.659,-0.587
1979-05-24,9.062,9.589,-0.527
1979-05-25,9.012,9.509,-0.497
1979-05-28,9.012,9.509,-0.497
1979-05-29,9.012,9.509,-0.497
1979-05-30,9.012,9.509,-0.497
1979-05-31,9.062,9.569,-0.507
1979-06-01,9.052,9.569,-0.517
1979-06-04,9.062,9.569,-0.507
1979-06-05,9.022,9.509,-0.487
1979-06-06,8.972,9.439,-0.467
1979-06-07,8.892,9.299,-0.407
1979-06-08,8.902,9.259,-0.357
1979-06-11,8.942,9.279,-0.337
1979-06-12,8.792,9.059,-0.267
1979-06-13,8.832,9.089,-0.257
1979-06-14,8.872,9.129,-0.257
1979-06-15,8.962,9.249,-0.287
1979-06-18,8.952,9.269,-0.317
1979-06-19,8.952,9.249,-0.297
1979-06-20,8.942,9.259,-0.317
1979-06-21,8.932,9.259,-0.327
1979-06-22,8.982,9.279,-0.297
1979-06-25,8.932,9.209,-0.277
1979-06-26,8.822,8.979,-0.157
1979-06-27,8.802,8.929,-0.127
1979-06-28,8.802,8.959,-0.157
1979-06-29,8.812,8.979,-0.167
1979-07-02,8.762,8.939,-0.177
1979-07-03,8.772,8.959,-0.187
1979-07-04,8.772,8.959,-0.187
1979-07-05,8.802,8.989,-0.187
1979-07-06,8.822,9.009,-0.187
1979-07-09,8.862,9.049,-0.187
1979-07-10,8.922,9.049,-0.127
1979-07-11,8.972,9.049,-0.077
1979-07-12,8.952,9.019,-0.067
1979-07-13,8.942,9.019,-0.077
1979-07-16,8.992,9.089,-0.097
1979-07-17,9.012,9.109,-0.097
1979-07-18,9.032,9.109,-0.077
1979-07-19,9.042,9.149,-0.107
1979-07-20,8.982,9.249,-0.267
1979-07-23,9.032,9.289,-0.257
1979-07-24,9.062,9.339,-0.277
1979-07-25,8.992,9.369,-0.377
1979-07-26,8.972,9.259,-0.287
1979-07-27,9.022,9.389,-0.367
1979-07-30,9.032,9.329,-0.297
1979-07-31,9.012,9.319,-0.307
1979-08-01,8.992,9.239,-0.247
1979-08-02,8.912,9.209,-0.297
1979-08-03,8.922,9.279,-0.357
1979-08-06,8.912,9.279,-0.367
1979-08-07,8.912,9.229,-0.317
1979-08-08,8.932,9.259,-0.327
1979-08-09,8.972,9.279,-0.307
1979-08-10,9.002,9.339,-0.337
1979-08-13,9.002,9.349,-0.347
1979-08-14,8.982,9.329,-0.347
1979-08-15,9.002,9.419,-0.417
1979-08-16,9.002,9.399,-0.397
1979-08-17,9.012,9.449,-0.437
1979-08-20,9.022,9.459,-0.437
1979-08-21,9.042,9.519,-0.477
1979-08-22,9.042,9.559,-0.517
1979-08-23,9.052,9.639,-0.587
1979-08-24,9.142,9.729,-0.587
1979-08-27,9.122,9.689,-0.567
1979-08-28,9.152,9.739,-0.587
1979-08-29,9.142,9.739,-0.597
1979-08-30,9.212,9.779,-0.567
1979-08-31,9.242,9.849,-0.607
1979-09-03,9.242,9.849,-0.607
1979-09-04,9.322,10.009,-0.687
1979-09-05,9.322,10.029,-0.707
1979-09-06,9.352,10.039,-0.687
1979-09-07,9.342,10.109,-0.767
1979-09-10,9.362,10.139,-0.777
1979-09-11,9.252,10.009,-0.757
1979-09-12,9.302,10.049,-0.747
1979-09-13,9.342,10.109,-0.767
1979-09-14,9.292,10.029,-0.737
1979-09-17,9.372,10.139,-0.767
1979-09-18,9.362,10.149,-0.787
1979-09-19,9.312,10.089,-0.777
1979-09-20,9.292,10.039,-0.747
1979-09-21,9.262,10.009,-0.747
1979-09-24,9.342,10.019,-0.677
1979-09-25,9.322,10.019,-0.697
1979-09-26,9.362,10.029,-0.667
1979-09-27,9.442,10.119,-0.677
1979-09-28,9.442,10.109,-0.667
1979-10-01,9.512,10.149,-0.637
1979-10-02,9.472,10.019,-0.547
1979-10-03,9.502,10.149,-0.647
1979-10-04,9.582,10.349,-0.767
1979-10-05,9.602,10.399,-0.797
1979-10-08,9.602,10.399,-0.797
1979-10-09,9.932,11.129,-1.197
1979-10-10,10.092,11.409,-1.317
1979-10-11,10.172,11.269,-1.097
1979-10-12,10.152,11.179,-1.027
1979-10-15,10.312,11.399,-1.087
1979-10-16,10.272,11.399,-1.127
1979-10-17,10.202,11.409,-1.207
1979-10-18,10.412,11.759,-1.347
1979-10-19,10.682,12.159,-1.477
1979-10-22,10.962,12.439,-1.477
1979-10-23,11.022,12.639,-1.617
1979-10-24,10.832,12.529,-1.697
1979-10-25,10.982,12.599,-1.617
1979-10-26,10.672,12.059,-1.387
1979-10-29,10.782,12.199,-1.417
1979-10-30,10.752,12.129,-1.377
1979-10-31,10.722,12.069,-1.347
