DATE,GT10 Govt,GT2 Govt,10-feb
2002-12-02,4.231,2.076,2.155
2002-12-03,4.203,2.044,2.159
2002-12-04,4.153,1.988,2.165
2002-12-05,4.139,1.98,2.159
2002-12-06,4.085,1.866,2.219
2002-12-09,4.036,1.842,2.194
2002-12-10,4.048,1.874,2.174
2002-12-11,4.025,1.858,2.167
2002-12-12,4.025,1.833,2.192
2002-12-13,4.069,1.849,2.22
2002-12-16,4.161,1.914,2.247
2002-12-17,4.126,1.865,2.261
2002-12-18,4.036,1.774,2.262
2002-12-19,3.94,1.7,2.24
2002-12-20,3.959,1.732,2.227
2002-12-23,3.973,1.74,2.233
2002-12-24,3.936,1.73,2.206
2002-12-25,3.934,1.73,2.204
2002-12-26,3.904,1.69,2.214
2002-12-27,3.81,1.595,2.215
2002-12-30,3.797,1.595,2.202
2002-12-31,3.816,1.602,2.214
2003-01-01,3.819,1.586,2.233
2003-01-02,4.032,1.778,2.254
2003-01-03,4.019,1.754,2.265
2003-01-06,4.054,1.802,2.252
2003-01-07,4.007,1.746,2.261
2003-01-08,4.019,1.73,2.289
2003-01-09,4.181,1.859,2.322
2003-01-10,4.134,1.762,2.372
2003-01-13,4.122,1.787,2.335
2003-01-14,4.079,1.746,2.333
2003-01-15,4.062,1.721,2.341
2003-01-16,4.079,1.729,2.35
2003-01-17,4.011,1.68,2.331
2003-01-20,4.017,1.68,2.337
2003-01-21,3.972,1.639,2.333
2003-01-22,3.916,1.614,2.302
2003-01-23,3.937,1.647,2.29
2003-01-24,3.93,1.646,2.284
2003-01-27,3.964,1.654,2.31
2003-01-28,3.97,1.646,2.324
2003-01-29,4.023,1.704,2.319
2003-01-30,3.963,1.677,2.286
2003-01-31,3.964,1.693,2.271
2003-02-03,3.994,1.725,2.269
2003-02-04,3.924,1.661,2.263
2003-02-05,3.997,1.701,2.296
2003-02-06,3.947,1.661,2.286
2003-02-07,3.931,1.621,2.31
2003-02-10,3.966,1.661,2.305
2003-02-11,3.959,1.637,2.322
2003-02-12,3.91,1.605,2.305
2003-02-13,3.879,1.556,2.323
2003-02-14,3.995,1.617,2.378
2003-02-17,3.964,1.605,2.359
2003-02-18,3.951,1.629,2.322
2003-02-19,3.884,1.588,2.296
2003-02-20,3.869,1.58,2.289
2003-02-21,3.89,1.596,2.294
2003-02-24,3.846,1.563,2.283
2003-02-25,3.822,1.555,2.267
2003-02-26,3.767,1.521,2.246
2003-02-27,3.739,1.56,2.179
2003-02-28,3.692,1.512,2.18
2003-03-03,3.675,1.504,2.171
2003-03-04,3.648,1.472,2.176
2003-03-05,3.63,1.432,2.198
2003-03-06,3.658,1.456,2.202
2003-03-07,3.643,1.399,2.244
2003-03-10,3.562,1.335,2.227
2003-03-11,3.583,1.367,2.216
2003-03-12,3.583,1.431,2.152
2003-03-13,3.747,1.601,2.146
2003-03-14,3.702,1.537,2.165
2003-03-17,3.84,1.635,2.205
2003-03-18,3.907,1.692,2.215
2003-03-19,3.986,1.717,2.269
2003-03-20,3.955,1.643,2.312
2003-03-21,4.105,1.785,2.32
2003-03-24,3.967,1.661,2.306
2003-03-25,3.944,1.636,2.308
2003-03-26,3.93,1.595,2.335
2003-03-27,3.925,1.613,2.312
2003-03-28,3.9,1.541,2.359
2003-03-31,3.798,1.486,2.312
2003-04-01,3.811,1.477,2.334
2003-04-02,3.93,1.581,2.349
2003-04-03,3.911,1.533,2.378
2003-04-04,3.954,1.557,2.397
2003-04-07,3.979,1.597,2.382
2003-04-08,3.934,1.564,2.37
2003-04-09,3.898,1.524,2.374
2003-04-10,3.944,1.605,2.339
2003-04-11,3.973,1.637,2.336
2003-04-14,4.016,1.71,2.306
2003-04-15,3.987,1.702,2.285
2003-04-16,3.94,1.653,2.287
2003-04-17,3.958,1.686,2.272
2003-04-18,3.958,1.678,2.28
2003-04-21,3.983,1.678,2.305
2003-04-22,3.966,1.645,2.321
2003-04-23,3.977,1.637,2.34
2003-04-24,3.921,1.629,2.292
2003-04-25,3.89,1.573,2.317
2003-04-28,3.903,1.597,2.306
2003-04-29,3.929,1.613,2.316
2003-04-30,3.838,1.486,2.352
2003-05-01,3.842,1.469,2.373
2003-05-02,3.925,1.565,2.36
2003-05-05,3.886,1.533,2.353
2003-05-06,3.786,1.428,2.358
2003-05-07,3.677,1.412,2.265
2003-05-08,3.683,1.46,2.223
2003-05-09,3.681,1.443,2.238
2003-05-12,3.644,1.435,2.209
2003-05-13,3.604,1.443,2.161
2003-05-14,3.522,1.386,2.136
2003-05-15,3.532,1.434,2.098
2003-05-16,3.42,1.311,2.109
2003-05-19,3.487,1.351,2.136
2003-05-20,3.356,1.261,2.095
2003-05-21,3.398,1.359,2.039
2003-05-22,3.316,1.326,1.99
2003-05-23,3.337,1.349,1.988
2003-05-26,3.334,1.34,1.994
2003-05-27,3.412,1.307,2.105
2003-05-28,3.425,1.307,2.118
2003-05-29,3.337,1.273,2.064
2003-05-30,3.372,1.326,2.046
2003-06-02,3.41,1.31,2.1
2003-06-03,3.331,1.198,2.133
2003-06-04,3.295,1.214,2.081
2003-06-05,3.344,1.238,2.106
2003-06-06,3.353,1.246,2.107
2003-06-09,3.278,1.182,2.096
2003-06-10,3.192,1.117,2.075
2003-06-11,3.212,1.149,2.063
2003-06-12,3.165,1.101,2.064
2003-06-13,3.114,1.084,2.03
2003-06-16,3.173,1.157,2.016
2003-06-17,3.262,1.221,2.041
2003-06-18,3.363,1.238,2.125
2003-06-19,3.339,1.156,2.183
2003-06-20,3.367,1.164,2.203
2003-06-23,3.313,1.139,2.174
2003-06-24,3.251,1.098,2.153
2003-06-25,3.405,1.287,2.118
2003-06-26,3.543,1.407,2.136
2003-06-27,3.543,1.351,2.192
2003-06-30,3.515,1.304,2.211
2003-07-01,3.549,1.304,2.245
2003-07-02,3.538,1.28,2.258
2003-07-03,3.663,1.313,2.35
2003-07-04,3.649,1.306,2.343
2003-07-07,3.733,1.354,2.379
2003-07-08,3.716,1.37,2.346
2003-07-09,3.682,1.338,2.344
2003-07-10,3.657,1.306,2.351
2003-07-11,3.628,1.275,2.353
2003-07-14,3.726,1.34,2.386
2003-07-15,3.983,1.454,2.529
2003-07-16,3.92,1.43,2.49
2003-07-17,3.922,1.439,2.483
2003-07-18,4.001,1.489,2.512
2003-07-21,4.212,1.622,2.59
2003-07-22,4.124,1.523,2.601
2003-07-23,4.11,1.499,2.611
2003-07-24,4.167,1.536,2.631
2003-07-25,4.177,1.504,2.673
2003-07-28,4.282,1.616,2.666
2003-07-29,4.44,1.703,2.737
2003-07-30,4.309,1.632,2.677
2003-07-31,4.408,1.744,2.664
2003-08-01,4.385,1.777,2.608
2003-08-04,4.285,1.681,2.604
2003-08-05,4.392,1.818,2.574
2003-08-06,4.269,1.754,2.515
2003-08-07,4.219,1.706,2.513
2003-08-08,4.271,1.698,2.573
2003-08-11,4.355,1.764,2.591
2003-08-12,4.428,1.723,2.705
2003-08-13,4.562,1.822,2.74
2003-08-14,4.491,1.765,2.726
2003-08-15,4.53,1.799,2.731
2003-08-18,4.459,1.824,2.635
2003-08-19,4.363,1.734,2.629
2003-08-20,4.438,1.8,2.638
2003-08-21,4.477,1.908,2.569
2003-08-22,4.475,1.918,2.557
2003-08-25,4.527,1.968,2.559
2003-08-26,4.475,1.894,2.581
2003-08-27,4.537,1.97,2.567
2003-08-28,4.416,1.932,2.484
2003-08-29,4.466,1.972,2.494
2003-09-01,4.46,1.964,2.496
2003-09-02,4.601,2.036,2.565
2003-09-03,4.595,2.004,2.591
2003-09-04,4.505,1.891,2.614
2003-09-05,4.349,1.722,2.627
2003-09-08,4.428,1.761,2.667
2003-09-09,4.357,1.689,2.668
2003-09-10,4.273,1.632,2.641
2003-09-11,4.316,1.696,2.62
2003-09-12,4.254,1.621,2.633
2003-09-15,4.269,1.589,2.68
2003-09-16,4.277,1.588,2.689
2003-09-17,4.18,1.612,2.568
2003-09-18,4.164,1.636,2.528
2003-09-19,4.162,1.667,2.495
2003-09-22,4.218,1.634,2.584
2003-09-23,4.207,1.633,2.574
2003-09-24,4.135,1.608,2.527
2003-09-25,4.083,1.645,2.438
2003-09-26,4.002,1.557,2.445
2003-09-29,4.077,1.605,2.472
2003-09-30,3.939,1.462,2.477
2003-10-01,3.934,1.446,2.488
2003-10-02,3.995,1.469,2.526
2003-10-03,4.201,1.637,2.564
2003-10-06,4.171,1.605,2.566
2003-10-07,4.259,1.645,2.614
2003-10-08,4.238,1.621,2.617
2003-10-09,4.293,1.645,2.648
2003-10-10,4.271,1.645,2.626
2003-10-13,4.253,1.629,2.624
2003-10-14,4.346,1.686,2.66
2003-10-15,4.399,1.768,2.631
2003-10-16,4.461,1.932,2.529
2003-10-17,4.39,1.859,2.531
2003-10-20,4.384,1.851,2.533
2003-10-21,4.344,1.843,2.501
2003-10-22,4.253,1.761,2.492
2003-10-23,4.318,1.802,2.516
2003-10-24,4.232,1.728,2.504
2003-10-27,4.261,1.778,2.483
2003-10-28,4.179,1.67,2.509
2003-10-29,4.297,1.754,2.543
2003-10-30,4.344,1.861,2.483
2003-10-31,4.295,1.822,2.473
2003-11-03,4.342,1.878,2.464
2003-11-04,4.297,1.846,2.451
2003-11-05,4.354,1.927,2.427
2003-11-06,4.41,1.977,2.433
2003-11-07,4.44,2.011,2.429
2003-11-10,4.448,2.028,2.42
2003-11-11,4.448,2.029,2.419
2003-11-12,4.4,2.021,2.379
2003-11-13,4.271,1.882,2.389
2003-11-14,4.219,1.809,2.41
2003-11-17,4.196,1.784,2.412
2003-11-18,4.144,1.768,2.376
2003-11-19,4.238,1.867,2.371
2003-11-20,4.154,1.785,2.369
2003-11-21,4.161,1.819,2.342
2003-11-24,4.23,1.894,2.336
2003-11-25,4.186,1.836,2.35
2003-11-26,4.248,1.928,2.32
2003-11-27,4.248,1.967,2.281
2003-11-28,4.334,2.048,2.286
2003-12-01,4.387,2.096,2.291
2003-12-02,4.381,2.056,2.325
2003-12-03,4.404,2.072,2.332
2003-12-04,4.367,2.04,2.327
2003-12-05,4.232,1.871,2.361
2003-12-08,4.269,1.903,2.366
2003-12-09,4.353,1.968,2.385
2003-12-10,4.318,1.911,2.407
2003-12-11,4.232,1.79,2.442
2003-12-12,4.24,1.806,2.434
2003-12-15,4.258,1.83,2.428
2003-12-16,4.215,1.797,2.418
2003-12-17,4.184,1.805,2.379
2003-12-18,4.128,1.789,2.339
2003-12-19,4.135,1.788,2.347
2003-12-22,4.17,1.813,2.357
2003-12-23,4.261,1.854,2.407
2003-12-24,4.185,1.839,2.346
2003-12-25,4.185,1.839,2.346
2003-12-26,4.152,1.815,2.337
2003-12-29,4.244,1.855,2.389
2003-12-30,4.259,1.831,2.428
2003-12-31,4.248,1.823,2.425
2004-01-01,4.247,1.823,2.424
2004-01-02,4.381,1.903,2.478
2004-01-05,4.379,1.919,2.46
2004-01-06,4.273,1.822,2.451
2004-01-07,4.244,1.822,2.422
2004-01-08,4.257,1.83,2.427
2004-01-09,4.082,1.66,2.422
2004-01-12,4.088,1.652,2.436
2004-01-13,4.013,1.587,2.426
2004-01-14,3.996,1.627,2.369
2004-01-15,3.971,1.643,2.328
2004-01-16,4.032,1.674,2.358
2004-01-19,4.032,1.674,2.358
2004-01-20,4.057,1.657,2.4
2004-01-21,4.02,1.641,2.379
2004-01-22,3.955,1.599,2.356
2004-01-23,4.074,1.664,2.41
2004-01-26,4.132,1.697,2.435
2004-01-27,4.076,1.647,2.429
2004-01-28,4.19,1.821,2.369
2004-01-29,4.175,1.787,2.388
2004-01-30,4.134,1.823,2.311
2004-02-02,4.147,1.807,2.34
2004-02-03,4.099,1.751,2.348
2004-02-04,4.114,1.758,2.356
2004-02-05,4.169,1.831,2.338
2004-02-06,4.079,1.75,2.329
2004-02-09,4.054,1.741,2.313
2004-02-10,4.114,1.806,2.308
2004-02-11,4.033,1.709,2.324
2004-02-12,4.046,1.708,2.338
2004-02-13,4.042,1.675,2.367
2004-02-16,4.042,1.675,2.367
2004-02-17,4.04,1.666,2.374
2004-02-18,4.05,1.682,2.368
2004-02-19,4.033,1.649,2.384
2004-02-20,4.098,1.706,2.392
2004-02-23,4.038,1.656,2.382
2004-02-24,4.025,1.64,2.385
2004-02-25,4.009,1.606,2.403
2004-02-26,4.036,1.677,2.359
2004-02-27,3.973,1.645,2.328
2004-03-01,3.975,1.653,2.322
2004-03-02,4.044,1.725,2.319
2004-03-03,4.052,1.725,2.327
2004-03-04,4.017,1.701,2.316
2004-03-05,3.851,1.565,2.286
2004-03-08,3.77,1.5,2.27
2004-03-09,3.723,1.484,2.239
2004-03-10,3.73,1.508,2.222
2004-03-11,3.7,1.459,2.241
2004-03-12,3.779,1.523,2.256
2004-03-15,3.764,1.531,2.233
2004-03-16,3.681,1.474,2.207
2004-03-17,3.713,1.498,2.215
2004-03-18,3.756,1.523,2.233
2004-03-19,3.773,1.514,2.259
2004-03-22,3.715,1.481,2.234
2004-03-23,3.692,1.473,2.219
2004-03-24,3.709,1.464,2.245
2004-03-25,3.739,1.504,2.235
2004-03-26,3.831,1.584,2.247
2004-03-29,3.89,1.616,2.274
2004-03-30,3.896,1.624,2.272
2004-03-31,3.837,1.576,2.261
2004-04-01,3.88,1.624,2.256
2004-04-02,4.145,1.85,2.295
2004-04-05,4.208,1.883,2.325
2004-04-06,4.149,1.835,2.314
2004-04-07,4.159,1.843,2.316
2004-04-08,4.193,1.861,2.332
2004-04-09,4.193,1.861,2.332
2004-04-12,4.23,1.887,2.343
2004-04-13,4.354,1.994,2.36
2004-04-14,4.366,2.077,2.289
2004-04-15,4.402,2.061,2.341
2004-04-16,4.34,1.989,2.351
2004-04-19,4.387,2.039,2.348
2004-04-20,4.459,2.156,2.303
2004-04-21,4.425,2.165,2.26
2004-04-22,4.383,2.116,2.267
2004-04-23,4.46,2.236,2.224
2004-04-26,4.436,2.229,2.207
2004-04-27,4.385,2.146,2.239
2004-04-28,4.499,2.248,2.251
2004-04-29,4.538,2.351,2.187
2004-04-30,4.507,2.319,2.188
2004-05-03,4.501,2.311,2.19
2004-05-04,4.567,2.327,2.24
2004-05-05,4.581,2.327,2.254
2004-05-06,4.6,2.376,2.224
2004-05-07,4.773,2.622,2.151
2004-05-10,4.794,2.59,2.204
2004-05-11,4.748,2.574,2.174
2004-05-12,4.807,2.59,2.217
2004-05-13,4.854,2.657,2.197
2004-05-14,4.77,2.534,2.236
2004-05-17,4.691,2.468,2.223
2004-05-18,4.736,2.518,2.218
2004-05-19,4.774,2.56,2.214
2004-05-20,4.702,2.502,2.2
2004-05-21,4.758,2.545,2.213
2004-05-24,4.734,2.529,2.205
2004-05-25,4.722,2.538,2.184
2004-05-26,4.657,2.446,2.211
2004-05-27,4.602,2.464,2.138
2004-05-28,4.649,2.536,2.113
2004-05-31,4.649,2.536,2.113
2004-06-01,4.702,2.593,2.109
2004-06-02,4.74,2.642,2.098
2004-06-03,4.712,2.618,2.094
2004-06-04,4.774,2.691,2.083
2004-06-07,4.762,2.659,2.103
2004-06-08,4.764,2.692,2.072
2004-06-09,4.807,2.766,2.041
2004-06-10,4.795,2.799,1.996
2004-06-11,4.801,2.809,1.992
2004-06-14,4.872,2.934,1.938
2004-06-15,4.678,2.752,1.926
2004-06-16,4.724,2.793,1.931
2004-06-17,4.68,2.76,1.92
2004-06-18,4.712,2.787,1.925
2004-06-21,4.686,2.753,1.933
2004-06-22,4.719,2.762,1.957
2004-06-23,4.698,2.729,1.969
2004-06-24,4.646,2.754,1.892
2004-06-25,4.648,2.738,1.91
2004-06-28,4.737,2.859,1.878
2004-06-29,4.688,2.819,1.869
2004-06-30,4.583,2.681,1.902
2004-07-01,4.565,2.641,1.924
2004-07-02,4.461,2.526,1.935
2004-07-05,4.457,2.526,1.931
2004-07-06,4.476,2.542,1.934
2004-07-07,4.476,2.542,1.934
2004-07-08,4.472,2.517,1.955
2004-07-09,4.458,2.516,1.942
2004-07-12,4.447,2.524,1.923
2004-07-13,4.472,2.557,1.915
2004-07-14,4.482,2.589,1.893
2004-07-15,4.482,2.605,1.877
2004-07-16,4.351,2.497,1.854
2004-07-19,4.353,2.522,1.831
2004-07-20,4.446,2.621,1.825
2004-07-21,4.468,2.662,1.806
2004-07-22,4.446,2.654,1.792
2004-07-23,4.432,2.653,1.779
2004-07-26,4.487,2.712,1.775
2004-07-27,4.615,2.796,1.819
2004-07-28,4.585,2.737,1.848
2004-07-29,4.577,2.754,1.823
2004-07-30,4.477,2.681,1.796
2004-08-02,4.451,2.649,1.802
2004-08-03,4.426,2.64,1.786
2004-08-04,4.42,2.648,1.772
2004-08-05,4.402,2.648,1.754
2004-08-06,4.222,2.387,1.835
2004-08-09,4.258,2.444,1.814
2004-08-10,4.291,2.533,1.758
2004-08-11,4.273,2.5,1.773
2004-08-12,4.256,2.5,1.756
2004-08-13,4.229,2.458,1.771
2004-08-16,4.264,2.482,1.782
2004-08-17,4.192,2.399,1.793
2004-08-18,4.238,2.432,1.806
2004-08-19,4.215,2.382,1.833
2004-08-20,4.234,2.438,1.796
2004-08-23,4.285,2.471,1.814
2004-08-24,4.273,2.454,1.819
2004-08-25,4.263,2.47,1.793
2004-08-26,4.211,2.476,1.735
2004-08-27,4.228,2.484,1.744
2004-08-30,4.178,2.46,1.718
2004-08-31,4.119,2.395,1.724
2004-09-01,4.115,2.387,1.728
2004-09-02,4.215,2.46,1.755
2004-09-03,4.296,2.583,1.713
2004-09-06,4.293,2.591,1.702
2004-09-07,4.24,2.55,1.69
2004-09-08,4.161,2.469,1.692
2004-09-09,4.197,2.485,1.712
2004-09-10,4.188,2.485,1.703
2004-09-13,4.137,2.469,1.668
2004-09-14,4.126,2.436,1.69
2004-09-15,4.166,2.478,1.688
2004-09-16,4.074,2.412,1.662
2004-09-17,4.108,2.478,1.63
2004-09-20,4.058,2.428,1.63
2004-09-21,4.037,2.462,1.575
2004-09-22,3.98,2.462,1.518
2004-09-23,4.018,2.52,1.498
2004-09-24,4.029,2.571,1.458
2004-09-27,3.991,2.538,1.453
2004-09-28,4.004,2.521,1.483
2004-09-29,4.089,2.597,1.492
2004-09-30,4.121,2.609,1.512
2004-10-01,4.189,2.626,1.563
2004-10-04,4.166,2.642,1.524
2004-10-05,4.174,2.634,1.54
2004-10-06,4.222,2.691,1.531
2004-10-07,4.244,2.692,1.552
2004-10-08,4.131,2.586,1.545
2004-10-11,4.132,2.586,1.546
2004-10-12,4.1,2.553,1.547
2004-10-13,4.057,2.496,1.561
2004-10-14,4.026,2.471,1.555
2004-10-15,4.055,2.52,1.535
2004-10-18,4.043,2.512,1.531
2004-10-19,4.034,2.545,1.489
2004-10-20,3.982,2.504,1.478
2004-10-21,3.997,2.545,1.452
2004-10-22,3.976,2.52,1.456
2004-10-25,3.972,2.512,1.46
2004-10-26,4.001,2.529,1.472
2004-10-27,4.084,2.587,1.497
2004-10-28,4.051,2.577,1.474
2004-10-29,4.025,2.552,1.473
2004-11-01,4.072,2.585,1.487
2004-11-02,4.048,2.569,1.479
2004-11-03,4.076,2.585,1.491
2004-11-04,4.074,2.626,1.448
2004-11-05,4.175,2.765,1.41
2004-11-08,4.218,2.807,1.411
2004-11-09,4.228,2.815,1.413
2004-11-10,4.241,2.841,1.4
2004-11-11,4.254,2.851,1.403
2004-11-12,4.181,2.818,1.363
2004-11-15,4.188,2.868,1.32
2004-11-16,4.207,2.885,1.322
2004-11-17,4.131,2.81,1.321
2004-11-18,4.115,2.844,1.271
2004-11-19,4.205,2.921,1.284
2004-11-22,4.18,2.947,1.233
2004-11-23,4.184,2.956,1.228
2004-11-24,4.2,3.025,1.175
2004-11-25,4.196,3.017,1.179
2004-11-26,4.248,3.033,1.215
2004-11-29,4.32,3.058,1.262
2004-11-30,4.351,3.001,1.35
2004-12-01,4.367,3.009,1.358
2004-12-02,4.408,3.042,1.366
2004-12-03,4.252,2.92,1.332
2004-12-06,4.223,2.912,1.311
2004-12-07,4.223,2.936,1.287
2004-12-08,4.12,2.895,1.225
2004-12-09,4.168,2.928,1.24
2004-12-10,4.151,2.936,1.215
2004-12-13,4.149,2.961,1.188
2004-12-14,4.124,2.961,1.163
2004-12-15,4.076,2.937,1.139
2004-12-16,4.186,2.987,1.199
2004-12-17,4.201,3.004,1.197
2004-12-20,4.185,3.029,1.156
2004-12-21,4.164,3.029,1.135
2004-12-22,4.195,3.004,1.191
2004-12-23,4.226,3.013,1.213
2004-12-24,4.216,2.996,1.22
2004-12-27,4.298,3.056,1.242
2004-12-28,4.293,3.073,1.22
2004-12-29,4.324,3.107,1.217
2004-12-30,4.255,3.085,1.17
2004-12-31,4.22,3.069,1.151
2005-01-03,4.212,3.094,1.118
2005-01-04,4.291,3.2,1.091
2005-01-05,4.283,3.209,1.074
2005-01-06,4.263,3.16,1.103
2005-01-07,4.271,3.193,1.078
2005-01-10,4.271,3.218,1.053
2005-01-11,4.238,3.21,1.028
2005-01-12,4.236,3.211,1.025
2005-01-13,4.165,3.178,0.987
2005-01-14,4.226,3.229,0.997
2005-01-17,4.21,3.229,0.981
2005-01-18,4.187,3.229,0.958
2005-01-19,4.173,3.221,0.952
2005-01-20,4.163,3.187,0.976
2005-01-21,4.142,3.146,0.996
2005-01-24,4.122,3.188,0.934
2005-01-25,4.194,3.214,0.98
2005-01-26,4.198,3.257,0.941
2005-01-27,4.22,3.284,0.936
2005-01-28,4.142,3.259,0.883
2005-01-31,4.13,3.276,0.854
2005-02-01,4.14,3.284,0.856
2005-02-02,4.142,3.317,0.825
2005-02-03,4.165,3.342,0.823
2005-02-04,4.077,3.285,0.792
2005-02-07,4.052,3.302,0.75
2005-02-08,4.017,3.31,0.707
2005-02-09,3.992,3.236,0.756
2005-02-10,4.091,3.294,0.797
2005-02-11,4.086,3.328,0.758
2005-02-14,4.071,3.353,0.718
2005-02-15,4.098,3.345,0.753
2005-02-16,4.154,3.404,0.75
2005-02-17,4.181,3.362,0.819
2005-02-18,4.267,3.439,0.828
2005-02-21,4.264,3.431,0.833
2005-02-22,4.287,3.432,0.855
2005-02-23,4.264,3.44,0.824
2005-02-24,4.285,3.483,0.802
2005-02-25,4.266,3.526,0.74
2005-02-28,4.379,3.6,0.779
2005-03-01,4.367,3.575,0.792
2005-03-02,4.379,3.559,0.82
2005-03-03,4.379,3.568,0.811
2005-03-04,4.31,3.56,0.75
2005-03-07,4.31,3.593,0.717
2005-03-08,4.393,3.618,0.775
2005-03-09,4.522,3.66,0.862
2005-03-10,4.465,3.669,0.796
2005-03-11,4.544,3.72,0.824
2005-03-14,4.51,3.729,0.781
2005-03-15,4.547,3.738,0.809
2005-03-16,4.508,3.713,0.795
2005-03-17,4.466,3.671,0.795
2005-03-18,4.509,3.698,0.811
2005-03-21,4.525,3.715,0.81
2005-03-22,4.643,3.826,0.817
2005-03-23,4.586,3.818,0.768
2005-03-24,4.599,3.854,0.745
2005-03-25,4.595,3.855,0.74
2005-03-28,4.642,3.873,0.769
2005-03-29,4.575,3.838,0.737
2005-03-30,4.548,3.83,0.718
2005-03-31,4.483,3.779,0.704
2005-04-01,4.449,3.729,0.72
2005-04-04,4.458,3.721,0.737
2005-04-05,4.47,3.721,0.749
2005-04-06,4.424,3.68,0.744
2005-04-07,4.482,3.721,0.761
2005-04-08,4.47,3.745,0.725
2005-04-11,4.43,3.72,0.71
2005-04-12,4.354,3.687,0.667
2005-04-13,4.362,3.654,0.708
2005-04-14,4.31,3.554,0.756
2005-04-15,4.243,3.494,0.749
2005-04-18,4.272,3.552,0.72
2005-04-19,4.213,3.51,0.703
2005-04-20,4.187,3.485,0.702
2005-04-21,4.296,3.627,0.669
2005-04-22,4.247,3.61,0.637
2005-04-25,4.249,3.635,0.614
2005-04-26,4.267,3.651,0.616
2005-04-27,4.225,3.617,0.608
2005-04-28,4.146,3.564,0.582
2005-04-29,4.2,3.654,0.546
2005-05-02,4.188,3.629,0.559
2005-05-03,4.166,3.637,0.529
2005-05-04,4.188,3.612,0.576
2005-05-05,4.156,3.547,0.609
2005-05-06,4.26,3.72,0.54
2005-05-09,4.284,3.753,0.531
2005-05-10,4.202,3.67,0.532
2005-05-11,4.204,3.678,0.526
2005-05-12,4.172,3.645,0.527
2005-05-13,4.119,3.587,0.532
2005-05-16,4.129,3.595,0.534
2005-05-17,4.115,3.595,0.52
2005-05-18,4.09,3.587,0.503
2005-05-19,4.113,3.637,0.476
2005-05-20,4.123,3.662,0.461
2005-05-23,4.056,3.62,0.436
2005-05-24,4.029,3.594,0.435
2005-05-25,4.088,3.603,0.485
2005-05-26,4.081,3.627,0.454
2005-05-27,4.073,3.643,0.43
2005-05-30,4.071,3.643,0.428
2005-05-31,3.983,3.578,0.405
2005-06-01,3.886,3.479,0.407
2005-06-02,3.905,3.529,0.376
2005-06-03,3.975,3.561,0.414
2005-06-06,3.954,3.578,0.376
2005-06-07,3.903,3.562,0.341
2005-06-08,3.935,3.603,0.332
2005-06-09,3.95,3.62,0.33
2005-06-10,4.053,3.695,0.358
2005-06-13,4.094,3.695,0.399
2005-06-14,4.109,3.687,0.422
2005-06-15,4.101,3.712,0.389
2005-06-16,4.069,3.671,0.398
2005-06-17,4.072,3.705,0.367
2005-06-20,4.111,3.714,0.397
2005-06-21,4.042,3.689,0.353
2005-06-22,3.942,3.604,0.338
2005-06-23,3.953,3.613,0.34
2005-06-24,3.919,3.579,0.34
2005-06-27,3.904,3.579,0.325
2005-06-28,3.972,3.648,0.324
2005-06-29,3.98,3.656,0.324
2005-06-30,3.915,3.637,0.278
2005-07-01,4.051,3.744,0.307
2005-07-04,4.039,3.736,0.303
2005-07-05,4.107,3.786,0.321
2005-07-06,4.07,3.769,0.301
2005-07-07,4.062,3.72,0.342
2005-07-08,4.093,3.77,0.323
2005-07-11,4.095,3.787,0.308
2005-07-12,4.144,3.837,0.307
2005-07-13,4.158,3.829,0.329
2005-07-14,4.175,3.837,0.338
2005-07-15,4.165,3.863,0.302
2005-07-18,4.222,3.889,0.333
2005-07-19,4.181,3.855,0.326
2005-07-20,4.16,3.873,0.287
2005-07-21,4.278,3.941,0.337
2005-07-22,4.221,3.908,0.313
2005-07-25,4.246,3.942,0.304
2005-07-26,4.226,3.934,0.292
2005-07-27,4.256,3.986,0.27
2005-07-28,4.191,3.945,0.246
2005-07-29,4.278,4.019,0.259
2005-08-01,4.312,4.035,0.277
2005-08-02,4.336,4.044,0.292
2005-08-03,4.294,4.011,0.283
2005-08-04,4.314,4.036,0.278
2005-08-05,4.388,4.103,0.285
2005-08-08,4.42,4.153,0.267
2005-08-09,4.39,4.112,0.278
2005-08-10,4.392,4.12,0.272
2005-08-11,4.322,4.07,0.252
2005-08-12,4.244,4.038,0.206
2005-08-15,4.283,4.063,0.22
2005-08-16,4.207,4.004,0.203
2005-08-17,4.269,4.046,0.223
2005-08-18,4.2,3.988,0.212
2005-08-19,4.207,4.022,0.185
2005-08-22,4.209,4.013,0.196
2005-08-23,4.18,3.98,0.2
2005-08-24,4.167,3.971,0.196
2005-08-25,4.157,4.004,0.153
2005-08-26,4.188,4.07,0.118
2005-08-29,4.169,4.053,0.116
2005-08-30,4.092,3.938,0.154
2005-08-31,4.016,3.815,0.201
2005-09-01,4.033,3.725,0.308
2005-09-02,4.038,3.756,0.282
2005-09-05,4.03,3.74,0.29
2005-09-06,4.097,3.805,0.292
2005-09-07,4.139,3.846,0.293
2005-09-08,4.147,3.871,0.276
2005-09-09,4.12,3.87,0.25
2005-09-12,4.172,3.912,0.26
2005-09-13,4.128,3.862,0.266
2005-09-14,4.166,3.878,0.288
2005-09-15,4.213,3.894,0.319
2005-09-16,4.273,3.978,0.295
2005-09-19,4.248,3.919,0.329
2005-09-20,4.244,3.978,0.266
2005-09-21,4.168,3.919,0.249
2005-09-22,4.181,3.944,0.237
2005-09-23,4.248,4.02,0.228
